city,date,day_temperatre,night_temperature
Вологда,01.03.2023,-3.8,-8.5
Вологда,02.03.2023,-3.9,-8.3
Вологда,03.03.2023,-0.6,-3.8
Вологда,04.03.2023,1.1,-4.0
Вологда,05.03.2023,-4.2,-7.4
Вологда,06.03.2023,-3.4,-9.7
Вологда,07.03.2023,-1.2,-11.4
Вологда,08.03.2023,-2.8,-14.6
Вологда,09.03.2023,-0.9,-4.5
Вологда,10.03.2023,-5.4,-18.1
Вологда,11.03.2023,-2.7,-23.3
Вологда,12.03.2023,4.0,-4.9
Вологда,13.03.2023,-3.1,-7.1
Вологда,14.03.2023,3.2,-11.0
Вологда,15.03.2023,6.6,2.1
Вологда,16.03.2023,3.1,-0.5
Вологда,17.03.2023,0.6,-11.0
Вологда,18.03.2023,2.4,-14.6
Вологда,19.03.2023,2.4,-6.0
Вологда,20.03.2023,5.7,-0.1
Вологда,21.03.2023,7.2,2.8
Вологда,22.03.2023,3.9,-3.1
Вологда,23.03.2023,5.8,1.5
Вологда,24.03.2023,5.7,2.3
Вологда,25.03.2023,6.9,2.0
Вологда,26.03.2023,5.5,1.0
Вологда,27.03.2023,6.2,0.4
Вологда,28.03.2023,3.3,-0.5
Вологда,29.03.2023,6.8,0.3
Вологда,30.03.2023,3.9,-0.1
Вологда,31.03.2023,0.1,-3.2
Рязань,01.03.2023,-1.8,-8.0
Рязань,02.03.2023,-2.6,-7.9
Рязань,03.03.2023,2.7,-3.0
Рязань,04.03.2023,1.6,-4.6
Рязань,05.03.2023,-1.4,-3.5
Рязань,06.03.2023,-0.4,-6.7
Рязань,07.03.2023,-0.3,-8.0
Рязань,08.03.2023,1.8,-4.9
Рязань,09.03.2023,2.8,-3.4
Рязань,10.03.2023,-1.9,-10.2
Рязань,11.03.2023,1.7,-11.1
Рязань,12.03.2023,5.7,-2.7
Рязань,13.03.2023,0.4,-4.4
Рязань,14.03.2023,3.9,-5.2
Рязань,15.03.2023,5.1,1.5
Рязань,16.03.2023,3.0,0.1
Рязань,17.03.2023,4.6,-1.5
Рязань,18.03.2023,4.2,-4.7
Рязань,19.03.2023,1.1,-5.5
Рязань,20.03.2023,5.6,-0.4
Рязань,21.03.2023,6.3,0.1
Рязань,22.03.2023,7.6,2.0
Рязань,23.03.2023,9.4,2.4
Рязань,24.03.2023,8.0,5.2
Рязань,25.03.2023,12.9,2.7
Рязань,26.03.2023,12.6,6.9
Рязань,27.03.2023,10.5,3.4
Рязань,28.03.2023,11.0,-0.2
Рязань,29.03.2023,9.6,5.7
Рязань,30.03.2023,6.4,2.0
Рязань,31.03.2023,4.0,0.4
Орел,01.03.2023,1.1,-5.4
Орел,02.03.2023,1.4,-6.2
Орел,03.03.2023,4.2,-1.7
Орел,04.03.2023,1.0,-2.2
Орел,05.03.2023,1.2,-5.6
Орел,06.03.2023,0.4,-6.0
Орел,07.03.2023,0.2,-7.3
Орел,08.03.2023,2.0,-7.3
Орел,09.03.2023,4.0,-1.5
Орел,10.03.2023,0.8,-4.3
Орел,11.03.2023,4.3,-4.0
Орел,12.03.2023,6.1,-2.9
Орел,13.03.2023,1.4,-5.7
Орел,14.03.2023,6.2,-1.0
Орел,15.03.2023,6.4,1.2
Орел,16.03.2023,4.0,2.0
Орел,17.03.2023,3.1,1.4
Орел,18.03.2023,3.9,-1.8
Орел,19.03.2023,4.9,-4.7
Орел,20.03.2023,6.1,-2.4
Орел,21.03.2023,10.2,-0.4
Орел,22.03.2023,10.3,-0.8
Орел,23.03.2023,14.0,2.8
Орел,24.03.2023,13.6,6.5
Орел,25.03.2023,14.8,6.3
Орел,26.03.2023,8.2,4.1
Орел,27.03.2023,12.8,2.6
Орел,28.03.2023,14.8,0.3
Орел,29.03.2023,7.8,1.5
Орел,30.03.2023,3.3,-1.3
Орел,31.03.2023,1.8,-2.8
Калуга,01.03.2023,-2.0,-5.0
Калуга,02.03.2023,1.0,-5.0
Калуга,03.03.2023,2.0,-5.0
Калуга,04.03.2023,0.0,-5.0
Калуга,05.03.2023,-1.0,-5.0
Калуга,06.03.2023,-1.0,-5.0
Калуга,07.03.2023,-2.0,-8.0
Калуга,08.03.2023,2.0,-6.0
Калуга,09.03.2023,0.0,-7.0
Калуга,10.03.2023,-3.0,-11.0
Калуга,11.03.2023,3.0,-6.0
Калуга,12.03.2023,6.0,-4.0
Калуга,13.03.2023,-1.0,-6.0
Калуга,14.03.2023,6.0,-1.0
Калуга,15.03.2023,6.0,3.0
Калуга,16.03.2023,4.0,1.0
Калуга,17.03.2023,5.0,-3.0
Калуга,18.03.2023,4.0,-5.0
Калуга,19.03.2023,6.0,-7.0
Калуга,20.03.2023,4.0,-9.0
Калуга,21.03.2023,9.0,-1.0
Калуга,22.03.2023,6.0,2.0
Калуга,23.03.2023,11.0,0.0
Калуга,24.03.2023,10.0,1.0
Калуга,25.03.2023,11.0,2.0
Калуга,26.03.2023,7.0,3.0
Калуга,27.03.2023,8.0,-2.0
Калуга,28.03.2023,12.0,-3.0
Калуга,29.03.2023,9.0,3.0
Калуга,30.03.2023,3.0,-2.0
Калуга,31.03.2023,3.0,-2.0
Анадырь,01.03.2023,-25.4,-32.0
Анадырь,02.03.2023,-28.0,-31.0
Анадырь,03.03.2023,-28.0,-36.0
Анадырь,04.03.2023,-13.0,-30.0
Анадырь,05.03.2023,-17.0,-26.7
Анадырь,06.03.2023,-25.0,-31.6
Анадырь,07.03.2023,-28.0,-32.5
Анадырь,08.03.2023,,-29.0
Анадырь,09.03.2023,-1.0,-11.6
Анадырь,10.03.2023,-0.4,-11.4
Анадырь,11.03.2023,-10.7,-25.3
Анадырь,12.03.2023,-15.0,-27.1
Анадырь,13.03.2023,-9.0,-20.3
Анадырь,14.03.2023,-13.0,-26.0
Анадырь,15.03.2023,-16.0,-23.0
Анадырь,16.03.2023,-10.0,-18.7
Анадырь,17.03.2023,-4.0,-16.3
Анадырь,18.03.2023,-3.0,-10.7
Анадырь,19.03.2023,-1.0,-10.0
Анадырь,20.03.2023,-7.0,-16.7
Анадырь,21.03.2023,-6.0,-21.7
Анадырь,22.03.2023,-21.0,-23.3
Анадырь,23.03.2023,-21.0,-26.0
Анадырь,24.03.2023,-18.0,-29.0
Анадырь,25.03.2023,-1.0,-21.1
Анадырь,26.03.2023,-1.8,-20.0
Анадырь,27.03.2023,-14.0,-24.0
Анадырь,28.03.2023,-3.0,-16.1
Анадырь,29.03.2023,-2.0,-9.3
Анадырь,30.03.2023,-7.0,-18.0
Анадырь,31.03.2023,-5.0,-15.4
Биробиджан,01.03.2023,-0.4,-19.4
Биробиджан,02.03.2023,-4.0,-20.9
Биробиджан,03.03.2023,-0.2,-19.2
Биробиджан,04.03.2023,2.4,-10.4
Биробиджан,05.03.2023,6.7,-2.7
Биробиджан,06.03.2023,8.8,-8.7
Биробиджан,07.03.2023,2.6,-9.1
Биробиджан,08.03.2023,2.4,-8.8
Биробиджан,09.03.2023,-0.7,-9.3
Биробиджан,10.03.2023,1.6,-2.6
Биробиджан,11.03.2023,4.1,-9.2
Биробиджан,12.03.2023,-0.9,-6.0
Биробиджан,13.03.2023,-3.6,-8.5
Биробиджан,14.03.2023,-0.3,-9.4
Биробиджан,15.03.2023,-3.0,-11.1
Биробиджан,16.03.2023,-0.7,-13.9
Биробиджан,17.03.2023,0.6,-15.2
Биробиджан,18.03.2023,5.6,-7.4
Биробиджан,19.03.2023,11.7,-2.7
Биробиджан,20.03.2023,14.3,-4.5
Биробиджан,21.03.2023,12.8,-2.7
Биробиджан,22.03.2023,7.4,-2.1
Биробиджан,23.03.2023,4.8,-6.2
Биробиджан,24.03.2023,2.4,-9.8
Биробиджан,25.03.2023,5.3,-9.2
Биробиджан,26.03.2023,5.9,-9.4
Биробиджан,27.03.2023,11.1,-8.1
Биробиджан,28.03.2023,12.2,-4.6
Биробиджан,29.03.2023,14.5,-2.5
Биробиджан,30.03.2023,9.3,-5.1
Биробиджан,31.03.2023,10.8,-5.5
Ханты-Мансийск,01.03.2023,-3.5,-8.0
Ханты-Мансийск,02.03.2023,-5.3,-14.0
Ханты-Мансийск,03.03.2023,-12.3,-24.0
Ханты-Мансийск,04.03.2023,-14.0,-25.6
Ханты-Мансийск,05.03.2023,-6.0,-18.2
Ханты-Мансийск,06.03.2023,-3.4,-13.0
Ханты-Мансийск,07.03.2023,-12.4,-24.0
Ханты-Мансийск,08.03.2023,-17.8,-29.3
Ханты-Мансийск,09.03.2023,-3.0,-29.5
Ханты-Мансийск,10.03.2023,2.1,-9.4
Ханты-Мансийск,11.03.2023,2.0,-10.0
Ханты-Мансийск,12.03.2023,-1.4,-11.0
Ханты-Мансийск,13.03.2023,3.0,-7.4
Ханты-Мансийск,14.03.2023,1.0,-8.0
Ханты-Мансийск,15.03.2023,-1.0,-10.9
Ханты-Мансийск,16.03.2023,4.0,-5.6
Ханты-Мансийск,17.03.2023,4.4,-3.4
Ханты-Мансийск,18.03.2023,0.2,-15.6
Ханты-Мансийск,19.03.2023,-5.4,-16.8
Ханты-Мансийск,20.03.2023,1.2,-11.1
Ханты-Мансийск,21.03.2023,1.6,-11.8
Ханты-Мансийск,22.03.2023,5.0,-5.3
Ханты-Мансийск,23.03.2023,0.6,-3.2
Ханты-Мансийск,24.03.2023,5.0,-3.2
Ханты-Мансийск,25.03.2023,5.0,1.0
Ханты-Мансийск,26.03.2023,5.3,0.0
Ханты-Мансийск,27.03.2023,4.1,-3.0
Ханты-Мансийск,28.03.2023,7.0,-8.0
Ханты-Мансийск,29.03.2023,-2.6,-12.0
Ханты-Мансийск,30.03.2023,-4.0,-13.3
Ханты-Мансийск,31.03.2023,0.0,-13.7
Улан-Удэ,01.03.2023,-5.0,-19.0
Улан-Удэ,02.03.2023,3.0,-16.0
Улан-Удэ,03.03.2023,6.0,-16.0
Улан-Удэ,04.03.2023,4.0,-14.0
Улан-Удэ,05.03.2023,2.0,-19.0
Улан-Удэ,06.03.2023,-3.0,-20.0
Улан-Удэ,07.03.2023,3.0,-9.1
Улан-Удэ,08.03.2023,3.0,-8.0
Улан-Удэ,09.03.2023,3.0,-9.0
Улан-Удэ,10.03.2023,-6.9,-17.0
Улан-Удэ,11.03.2023,-5.0,-22.0
Улан-Удэ,12.03.2023,-5.0,-20.0
Улан-Удэ,13.03.2023,0.0,-10.0
Улан-Удэ,14.03.2023,-4.0,-19.0
Улан-Удэ,15.03.2023,-2.0,-21.0
Улан-Удэ,16.03.2023,-2.0,-19.0
Улан-Удэ,17.03.2023,2.0,-17.0
Улан-Удэ,18.03.2023,6.0,-14.0
Улан-Удэ,19.03.2023,8.0,-9.0
Улан-Удэ,20.03.2023,10.0,-9.0
Улан-Удэ,21.03.2023,-9.0,-14.0
Улан-Удэ,22.03.2023,-10.0,-14.3
Улан-Удэ,23.03.2023,-5.0,-17.0
Улан-Удэ,24.03.2023,-1.0,-17.0
Улан-Удэ,25.03.2023,3.0,-14.0
Улан-Удэ,26.03.2023,8.0,-6.0
Улан-Удэ,27.03.2023,13.0,-5.0
Улан-Удэ,28.03.2023,15.0,-2.0
Улан-Удэ,29.03.2023,15.0,-3.0
Улан-Удэ,30.03.2023,19.0,-3.0
Улан-Удэ,31.03.2023,7.0,-8.0
Калининград,01.03.2023,8.0,-3.0
Калининград,02.03.2023,7.0,-3.0
Калининград,03.03.2023,7.0,3.0
Калининград,04.03.2023,4.0,-1.0
Калининград,05.03.2023,2.0,-4.0
Калининград,06.03.2023,3.0,-4.0
Калининград,07.03.2023,2.0,-5.0
Калининград,08.03.2023,2.0,-8.0
Калининград,09.03.2023,2.0,-12.0
Калининград,10.03.2023,-1.0,-5.0
Калининград,11.03.2023,1.0,-3.0
Калининград,12.03.2023,2.0,-4.0
Калининград,13.03.2023,9.0,-5.0
Калининград,14.03.2023,12.0,2.0
Калининград,15.03.2023,6.0,-3.0
Калининград,16.03.2023,7.0,-4.0
Калининград,17.03.2023,8.0,-5.0
Калининград,18.03.2023,11.0,3.0
Калининград,19.03.2023,17.0,3.0
Калининград,20.03.2023,13.0,2.0
Калининград,21.03.2023,6.0,0.0
Калининград,22.03.2023,11.0,2.0
Калининград,23.03.2023,13.0,6.0
Калининград,24.03.2023,15.0,6.0
Калининград,25.03.2023,13.0,5.0
Калининград,26.03.2023,8.0,2.0
Калининград,27.03.2023,4.0,-4.0
Калининград,28.03.2023,2.0,-2.0
Калининград,29.03.2023,6.0,-5.0
Калининград,30.03.2023,11.0,4.0
Калининград,31.03.2023,11.0,5.0
Якутск,01.03.2023,-25.5,-41.1
Якутск,02.03.2023,-23.1,-41.4
Якутск,03.03.2023,-19.2,-30.5
Якутск,04.03.2023,-14.6,-30.7
Якутск,05.03.2023,-6.6,-26.2
Якутск,06.03.2023,-11.0,-27.9
Якутск,07.03.2023,-13.2,-29.0
Якутск,08.03.2023,-14.9,-32.4
Якутск,09.03.2023,-12.4,-32.9
Якутск,10.03.2023,-6.3,-23.6
Якутск,11.03.2023,-8.2,-16.1
Якутск,12.03.2023,-10.7,-30.1
Якутск,13.03.2023,-9.4,-30.4
Якутск,14.03.2023,-6.4,-25.3
Якутск,15.03.2023,-2.8,-21.7
Якутск,16.03.2023,-8.5,-25.5
Якутск,17.03.2023,-5.9,-26.2
Якутск,18.03.2023,0.0,-19.1
Якутск,19.03.2023,-12.7,-26.2
Якутск,20.03.2023,-16.8,-29.0
Якутск,21.03.2023,-19.5,-32.5
Якутск,22.03.2023,-18.1,-35.9
Якутск,23.03.2023,-6.8,-33.0
Якутск,24.03.2023,-10.5,-26.7
Якутск,25.03.2023,0.1,-20.2
Якутск,26.03.2023,-1.5,-19.8
Якутск,27.03.2023,1.6,-10.6
Якутск,28.03.2023,5.9,-4.8
Якутск,29.03.2023,-3.6,-13.0
Якутск,30.03.2023,1.2,-14.0
Якутск,31.03.2023,-1.8,-12.4
Ставрополь,01.03.2023,6.0,-2.0
Ставрополь,02.03.2023,1.0,-5.0
Ставрополь,03.03.2023,8.0,3.0
Ставрополь,04.03.2023,6.0,0.0
Ставрополь,05.03.2023,12.0,0.0
Ставрополь,06.03.2023,5.0,-3.0
Ставрополь,07.03.2023,10.0,-4.0
Ставрополь,08.03.2023,17.0,3.0
Ставрополь,09.03.2023,16.0,4.0
Ставрополь,10.03.2023,17.0,8.0
Ставрополь,11.03.2023,18.0,5.0
Ставрополь,12.03.2023,17.0,8.0
Ставрополь,13.03.2023,8.0,-1.0
Ставрополь,14.03.2023,7.0,-0.6
Ставрополь,15.03.2023,11.0,-1.0
Ставрополь,16.03.2023,15.0,4.0
Ставрополь,17.03.2023,11.0,5.0
Ставрополь,18.03.2023,11.0,6.0
Ставрополь,19.03.2023,12.0,6.0
Ставрополь,20.03.2023,15.0,3.0
Ставрополь,21.03.2023,9.0,7.0
Ставрополь,22.03.2023,14.0,5.0
Ставрополь,23.03.2023,16.0,4.0
Ставрополь,24.03.2023,13.0,5.0
Ставрополь,25.03.2023,16.0,5.0
Ставрополь,26.03.2023,13.0,5.0
Ставрополь,27.03.2023,13.0,5.0
Ставрополь,28.03.2023,16.0,3.0
Ставрополь,29.03.2023,11.0,0.0
Ставрополь,30.03.2023,5.0,-1.0
Ставрополь,31.03.2023,9.0,-2.0
Йошкар-Ола,01.03.2023,-4.5,-6.2
Йошкар-Ола,02.03.2023,-5.6,-9.6
Йошкар-Ола,03.03.2023,-1.5,-3.9
Йошкар-Ола,04.03.2023,1.9,-4.1
Йошкар-Ола,05.03.2023,0.1,-2.4
Йошкар-Ола,06.03.2023,-1.2,-5.8
Йошкар-Ола,07.03.2023,-0.5,-9.9
Йошкар-Ола,08.03.2023,-1.6,-8.2
Йошкар-Ола,09.03.2023,3.9,-9.0
Йошкар-Ола,10.03.2023,2.1,-4.3
Йошкар-Ола,11.03.2023,-1.6,-9.3
Йошкар-Ола,12.03.2023,5.5,-6.5
Йошкар-Ола,13.03.2023,4.9,-3.9
Йошкар-Ола,14.03.2023,3.2,-6.2
Йошкар-Ола,15.03.2023,6.7,0.1
Йошкар-Ола,16.03.2023,5.8,2.1
Йошкар-Ола,17.03.2023,2.7,-0.7
Йошкар-Ола,18.03.2023,-0.1,-6.9
Йошкар-Ола,19.03.2023,3.9,-10.6
Йошкар-Ола,20.03.2023,3.2,-1.2
Йошкар-Ола,21.03.2023,4.5,0.9
Йошкар-Ола,22.03.2023,6.0,0.5
Йошкар-Ола,23.03.2023,7.0,-2.1
Йошкар-Ола,24.03.2023,9.3,4.6
Йошкар-Ола,25.03.2023,8.5,4.4
Йошкар-Ола,26.03.2023,9.7,7.0
Йошкар-Ола,27.03.2023,11.1,5.0
Йошкар-Ола,28.03.2023,7.8,-1.7
Йошкар-Ола,29.03.2023,7.8,-1.8
Йошкар-Ола,30.03.2023,9.2,-0.2
Йошкар-Ола,31.03.2023,8.5,3.1
Кызыл,01.03.2023,-7.6,-21.2
Кызыл,02.03.2023,-7.6,-19.6
Кызыл,03.03.2023,-5.0,-14.0
Кызыл,04.03.2023,1.6,-15.0
Кызыл,05.03.2023,-2.0,-15.9
Кызыл,06.03.2023,-1.5,-13.7
Кызыл,07.03.2023,-1.0,-15.0
Кызыл,08.03.2023,1.0,-12.0
Кызыл,09.03.2023,1.3,-8.1
Кызыл,10.03.2023,-2.4,-13.9
Кызыл,11.03.2023,-2.1,-15.2
Кызыл,12.03.2023,-2.5,-9.4
Кызыл,13.03.2023,0.0,-10.8
Кызыл,14.03.2023,-3.0,-12.1
Кызыл,15.03.2023,1.7,-10.6
Кызыл,16.03.2023,3.9,-11.2
Кызыл,17.03.2023,5.0,-9.6
Кызыл,18.03.2023,5.0,-9.4
Кызыл,19.03.2023,4.6,-4.8
Кызыл,20.03.2023,0.5,-13.9
Кызыл,21.03.2023,-6.0,-15.2
Кызыл,22.03.2023,-4.5,-18.8
Кызыл,23.03.2023,-2.0,-17.9
Кызыл,24.03.2023,0.5,-16.5
Кызыл,25.03.2023,5.3,-8.6
Кызыл,26.03.2023,10.3,-8.0
Кызыл,27.03.2023,11.0,-5.4
Кызыл,28.03.2023,11.5,-3.3
Кызыл,29.03.2023,15.0,-4.0
Кызыл,30.03.2023,15.6,-4.3
Кызыл,31.03.2023,-1.0,-9.7
Саранск,01.03.2023,-3.0,-10.0
Саранск,02.03.2023,-3.9,-10.5
Саранск,03.03.2023,0.1,-3.0
Саранск,04.03.2023,1.0,-3.9
Саранск,05.03.2023,0.0,-4.0
Саранск,06.03.2023,-1.0,-9.0
Саранск,07.03.2023,-2.0,-10.4
Саранск,08.03.2023,2.0,-7.3
Саранск,09.03.2023,3.0,0.4
Саранск,10.03.2023,4.0,-3.0
Саранск,11.03.2023,1.0,-4.9
Саранск,12.03.2023,6.0,-0.5
Саранск,13.03.2023,2.0,-4.0
Саранск,14.03.2023,2.0,-5.8
Саранск,15.03.2023,5.0,-1.0
Саранск,16.03.2023,7.2,1.8
Саранск,17.03.2023,6.0,-0.1
Саранск,18.03.2023,1.0,-3.0
Саранск,19.03.2023,2.4,-4.2
Саранск,20.03.2023,11.0,0.0
Саранск,21.03.2023,8.3,0.0
Саранск,22.03.2023,6.0,0.0
Саранск,23.03.2023,11.0,1.4
Саранск,24.03.2023,12.0,3.0
Саранск,25.03.2023,14.0,4.6
Саранск,26.03.2023,17.0,6.9
Саранск,27.03.2023,11.0,4.0
Саранск,28.03.2023,13.0,0.9
Саранск,29.03.2023,11.0,1.3
Саранск,30.03.2023,9.0,3.9
Саранск,31.03.2023,6.0,1.9
Благовещенск,01.03.2023,-3.3,-14.1
Благовещенск,02.03.2023,-4.0,-13.3
Благовещенск,03.03.2023,-1.6,-12.2
Благовещенск,04.03.2023,9.2,-12.8
Благовещенск,05.03.2023,10.4,-3.1
Благовещенск,06.03.2023,5.1,-6.4
Благовещенск,07.03.2023,-0.5,-10.1
Благовещенск,08.03.2023,0.0,-12.6
Благовещенск,09.03.2023,-1.8,-6.5
Благовещенск,10.03.2023,0.5,-5.8
Благовещенск,11.03.2023,-1.9,-11.2
Благовещенск,12.03.2023,-6.8,-16.8
Благовещенск,13.03.2023,-4.7,-17.7
Благовещенск,14.03.2023,-0.3,-14.3
Благовещенск,15.03.2023,-0.8,-11.3
Благовещенск,16.03.2023,-2.3,-10.7
Благовещенск,17.03.2023,2.0,-11.3
Благовещенск,18.03.2023,7.1,-6.0
Благовещенск,19.03.2023,12.6,0.1
Благовещенск,20.03.2023,13.0,-1.5
Благовещенск,21.03.2023,7.5,-2.9
Благовещенск,22.03.2023,4.3,-4.4
Благовещенск,23.03.2023,-1.8,-10.7
Благовещенск,24.03.2023,-0.8,-11.1
Благовещенск,25.03.2023,5.4,-11.1
Благовещенск,26.03.2023,9.0,-7.2
Благовещенск,27.03.2023,9.8,-4.4
Благовещенск,28.03.2023,11.7,-2.7
Благовещенск,29.03.2023,14.3,-1.0
Благовещенск,30.03.2023,10.4,-3.3
Благовещенск,31.03.2023,16.8,-4.5
Чебоксары,01.03.2023,-4.0,-6.0
Чебоксары,02.03.2023,-5.0,-12.0
Чебоксары,03.03.2023,-2.0,-6.0
Чебоксары,04.03.2023,0.0,-3.0
Чебоксары,05.03.2023,0.0,-4.0
Чебоксары,06.03.2023,-1.0,-5.0
Чебоксары,07.03.2023,-2.0,-9.0
Чебоксары,08.03.2023,0.0,-8.0
Чебоксары,09.03.2023,2.0,0.0
Чебоксары,10.03.2023,2.0,-4.0
Чебоксары,11.03.2023,-2.0,-8.0
Чебоксары,12.03.2023,4.0,-3.0
Чебоксары,13.03.2023,3.0,-6.0
Чебоксары,14.03.2023,2.0,-8.0
Чебоксары,15.03.2023,5.0,1.0
Чебоксары,16.03.2023,3.0,1.0
Чебоксары,17.03.2023,2.0,-2.0
Чебоксары,18.03.2023,-1.0,-6.0
Чебоксары,19.03.2023,1.0,-8.0
Чебоксары,20.03.2023,2.0,-1.0
Чебоксары,21.03.2023,4.0,1.0
Чебоксары,22.03.2023,5.0,-2.0
Чебоксары,23.03.2023,5.0,-2.0
Чебоксары,24.03.2023,8.0,3.0
Чебоксары,25.03.2023,7.0,2.0
Чебоксары,26.03.2023,11.0,5.0
Чебоксары,27.03.2023,11.0,3.0
Чебоксары,28.03.2023,9.0,-2.0
Чебоксары,29.03.2023,5.0,-2.0
Чебоксары,30.03.2023,8.0,2.0
Чебоксары,31.03.2023,5.0,2.0
Екатеринбург,01.03.2023,-3.0,-9.0
Екатеринбург,02.03.2023,-5.4,-12.0
Екатеринбург,03.03.2023,-9.8,-21.0
Екатеринбург,04.03.2023,-1.9,-21.0
Екатеринбург,05.03.2023,0.0,-4.2
Екатеринбург,06.03.2023,-0.1,-6.0
Екатеринбург,07.03.2023,-1.0,-13.0
Екатеринбург,08.03.2023,-1.9,-10.0
Екатеринбург,09.03.2023,3.0,-7.0
Екатеринбург,10.03.2023,7.0,1.8
Екатеринбург,11.03.2023,4.0,-8.0
Екатеринбург,12.03.2023,2.1,-10.0
Екатеринбург,13.03.2023,6.1,-4.5
Екатеринбург,14.03.2023,0.8,-8.0
Екатеринбург,15.03.2023,2.0,-7.0
Екатеринбург,16.03.2023,7.3,-4.0
Екатеринбург,17.03.2023,12.6,-1.0
Екатеринбург,18.03.2023,4.6,-10.0
Екатеринбург,19.03.2023,1.5,-12.0
Екатеринбург,20.03.2023,2.8,-7.0
Екатеринбург,21.03.2023,7.0,-2.2
Екатеринбург,22.03.2023,11.0,-1.0
Екатеринбург,23.03.2023,5.6,-3.0
Екатеринбург,24.03.2023,11.0,2.3
Екатеринбург,25.03.2023,13.0,3.0
Екатеринбург,26.03.2023,8.0,3.0
Екатеринбург,27.03.2023,18.0,5.0
Екатеринбург,28.03.2023,17.0,1.0
Екатеринбург,29.03.2023,4.0,-9.0
Екатеринбург,30.03.2023,6.0,-9.0
Екатеринбург,31.03.2023,7.4,-3.1
Салехард,01.03.2023,-17.7,-33.0
Салехард,02.03.2023,-19.4,-31.9
Салехард,03.03.2023,-20.1,-33.5
Салехард,04.03.2023,-21.4,-34.7
Салехард,05.03.2023,-20.6,-37.0
Салехард,06.03.2023,-19.1,-34.5
Салехард,07.03.2023,-19.1,-32.8
Салехард,08.03.2023,-20.2,-35.4
Салехард,09.03.2023,-14.1,-25.6
Салехард,10.03.2023,-7.1,-18.5
Салехард,11.03.2023,-8.9,-24.4
Салехард,12.03.2023,-4.7,-14.3
Салехард,13.03.2023,3.3,-8.6
Салехард,14.03.2023,2.9,-8.2
Салехард,15.03.2023,-1.9,-10.1
Салехард,16.03.2023,1.7,-3.1
Салехард,17.03.2023,-2.6,-15.9
Салехард,18.03.2023,-11.8,-26.6
Салехард,19.03.2023,-4.7,-18.8
Салехард,20.03.2023,-1.6,-6.9
Салехард,21.03.2023,0.0,-6.5
Салехард,22.03.2023,-5.7,-13.1
Салехард,23.03.2023,-3.5,-17.6
Салехард,24.03.2023,-9.8,-23.5
Салехард,25.03.2023,-4.5,-18.0
Салехард,26.03.2023,-4.9,-18.7
Салехард,27.03.2023,-5.4,-14.8
Салехард,28.03.2023,-11.2,-23.6
Салехард,29.03.2023,-5.2,-25.7
Салехард,30.03.2023,-3.2,-20.7
Салехард,31.03.2023,-1.8,-15.5
Абакан,01.03.2023,8.0,-6.0
Абакан,02.03.2023,6.0,-4.0
Абакан,03.03.2023,11.0,0.0
Абакан,04.03.2023,0.0,-6.0
Абакан,05.03.2023,-1.0,-8.0
Абакан,06.03.2023,2.0,-6.0
Абакан,07.03.2023,5.0,-4.0
Абакан,08.03.2023,9.0,-1.0
Абакан,09.03.2023,0.0,-10.0
Абакан,10.03.2023,-3.0,-12.0
Абакан,11.03.2023,1.0,-12.0
Абакан,12.03.2023,9.0,-4.0
Абакан,13.03.2023,2.0,-4.0
Абакан,14.03.2023,5.0,-7.0
Абакан,15.03.2023,7.0,-7.0
Абакан,16.03.2023,9.0,-7.0
Абакан,17.03.2023,9.0,-6.0
Абакан,18.03.2023,11.0,-6.0
Абакан,19.03.2023,11.0,-10.0
Абакан,20.03.2023,-6.0,-13.0
Абакан,21.03.2023,-5.0,-15.0
Абакан,22.03.2023,-2.0,-15.0
Абакан,23.03.2023,4.0,-13.0
Абакан,24.03.2023,8.0,-7.0
Абакан,25.03.2023,12.0,-6.0
Абакан,26.03.2023,13.0,-1.0
Абакан,27.03.2023,17.0,0.0
Абакан,28.03.2023,15.0,0.0
Абакан,29.03.2023,19.0,-1.0
Абакан,30.03.2023,14.0,-6.0
Абакан,31.03.2023,-3.0,-12.0
Тула,01.03.2023,-1.5,-7.2
Тула,02.03.2023,-0.2,-6.3
Тула,03.03.2023,2.3,-3.1
Тула,04.03.2023,1.0,-4.4
Тула,05.03.2023,-1.0,-4.2
Тула,06.03.2023,-0.2,-5.2
Тула,07.03.2023,0.4,-7.2
Тула,08.03.2023,1.5,-4.9
Тула,09.03.2023,2.6,-3.6
Тула,10.03.2023,-1.7,-8.9
Тула,11.03.2023,1.8,-9.0
Тула,12.03.2023,6.2,-2.9
Тула,13.03.2023,0.0,-7.8
Тула,14.03.2023,5.6,-3.9
Тула,15.03.2023,6.4,1.7
Тула,16.03.2023,2.6,0.9
Тула,17.03.2023,4.0,-1.2
Тула,18.03.2023,2.8,-4.5
Тула,19.03.2023,3.5,-6.5
Тула,20.03.2023,3.2,-0.3
Тула,21.03.2023,9.3,-0.4
Тула,22.03.2023,7.8,3.0
Тула,23.03.2023,12.3,0.9
Тула,24.03.2023,10.6,4.6
Тула,25.03.2023,16.2,-0.2
Тула,26.03.2023,8.6,5.1
Тула,27.03.2023,11.1,0.9
Тула,28.03.2023,12.3,-2.5
Тула,29.03.2023,8.7,5.1
Тула,30.03.2023,5.5,0.3
Тула,31.03.2023,1.5,-0.3
Самара,01.03.2023,-2.0,-7.0
Самара,02.03.2023,-3.0,-9.3
Самара,03.03.2023,-1.0,-6.0
