city,date,day_temperatre,night_temperature
Иркутск,09.03.2023,2.0,-10.0
Иркутск,10.03.2023,-7.6,-20.0
Иркутск,11.03.2023,-2.8,-22.0
Иркутск,12.03.2023,-2.2,-11.1
Иркутск,13.03.2023,-0.4,-9.0
Иркутск,14.03.2023,-2.6,-9.0
Иркутск,15.03.2023,-0.8,-18.0
Иркутск,16.03.2023,1.9,-19.0
Иркутск,17.03.2023,4.6,-14.0
Иркутск,18.03.2023,9.6,-12.0
Иркутск,19.03.2023,11.2,-9.0
Иркутск,20.03.2023,3.2,-13.0
Иркутск,21.03.2023,-9.5,-25.0
Иркутск,22.03.2023,-7.6,-24.0
Иркутск,23.03.2023,-4.1,-17.0
Иркутск,24.03.2023,1.0,-17.0
Иркутск,25.03.2023,5.3,-14.0
Иркутск,26.03.2023,10.2,-5.0
Иркутск,27.03.2023,12.8,-4.0
Иркутск,28.03.2023,14.3,-2.7
Иркутск,29.03.2023,15.3,-2.0
Иркутск,30.03.2023,21.1,-2.0
Иркутск,31.03.2023,-1.9,-11.0
